"variable_id","device_serial","label","value","value_description","unit","timestamp_str","timestamp","bitfield_gas_supplies_ok","bitfield_ac_mains_power_ok","bitfield_battery_charge_ok","bitfield_manual_circuit_leak_ok","bitfield_vent_circuit_leak_ok","bitfield_flow_controls_ok","bitfield_vent_delivery_ok","bitfield_circuit_o2_cell_checked","bitfield_airway_pressure_sensor_ok","bitfield_barometric_pressure_ok","bitfield_safety_valve_ok","bitfield_exhalation_valve_ok","bitfield_o2_conc_sensor_ok","bitfield_o2_flow_sensor_ok","bitfield_air_flow_sensor_ok","bitfield_expiratory_flow_sensor_ok","bitfield_inspiratory_flow_sensor_ok"
"809","000000008204526","Postoxygenation Status","0","0","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"3888","000000008204526","3888","0","0","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8546","000000008204526","Device Displayed Unit Codeof Flow","m","L/min","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8631","000000008204526","8631","20231123","20231123","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1913","000000008204526","Device Serial Number","000000008204526","000000008204526","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2879","000000008204526","Device Software Revision","0213","0213","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"801","000000008204526","Generic Device Status","46","46","139","20240814114636","2024-08-14T09:46:36.000000Z",true,true,true,false,true,false,false,false,false,false,false,false,false,false,false,false,false
"2895","000000008204526","2895","k","k","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"3907","000000008204526","Control Breath Status","1","1","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"802","000000008204526","Generic Device Status 2","18","18","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,true,true,false,false,false,false,false,false,false,false,false
"538","000000008204526","Device Language","J","Norwegian","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2994","000000008204526","Device Alarm Audio Volume","2","2","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8545","000000008204526","8545","c","cmH2O","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"754","000000008204526","754","elisa 800","elisa 800","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"803","000000008204526","Generic Device Status 3","121","121","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,true,false,false,true,true,true,true,false,false
"7452","000000008204526","7452","i","i","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"804","000000008204526","Generic Device Status 4","3","3","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,true,true
"2996","000000008204526","Drive Gas Type","B","both","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1383","000000008204526","Inspiratory Flow Trigger Setting","3","3","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2104","000000008204526","Positive End ExpiratoryPressure (PEEP) Setting","7","7","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2102","000000008204526","Inspiratory Time Setting","0.8","0.8","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"50203","000000008204526","50203","E8","E8","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"4992","000000008204526","Maximum Inspired Pressure Setting","32","32","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"4987","000000008204526","Apnea Ventilation Delay","20","20","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"757","000000008204526","757","18","18","76","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"54022","000000008204526","Ventilation Mode Options","+VG","+VG","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1410","000000008204526","Patient Category (Ventilator)","p","pediatric","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"584","000000008204526","Ventilation Mode","kk","Volume adaptive BiLevel","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2583","000000008204526","I:E Ratio Setting","1:1.9","1:1.9","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"4164","000000008204526","Minimum Airway Pressure Setting","5","5","44","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1320","000000008204526","Mandatory Respiration Rate Setting","26","26","1","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"5647","000000008204526","Ventilation Bias Flow Setting","3","3","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2782","000000008204526","Inspired O2 (FiO2) Setting","40","40","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2098","000000008204526","2098","256","256","42","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"7669","000000008204526","Ventilation variable","6","6","243","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"3425","000000008204526","Pressure variable","1007","1007","44","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2097","000000008204526","2097","257","257","42","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"5972","000000008204526","Next Ventilation Action Delay Setting","30","30","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8382","000000008204526","Peak Inspiratory Pressure Setting","38","38","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"4024","000000008204526","4024","12","12","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"9476","000000008204526","9476","0","0","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8559","000000008204526","Patient Circuit Leak AlarmLimit","50","50","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"54021","000000008204526","Ventilation Mode Primary","MAN PC Bilevel","MAN PC Bilevel","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"7540","000000008204526","Circuit Leak Rate (Auto Mode)","36","36","29","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8558","000000008204526","O2 Measurement Source","i","Internal","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1348","000000008204526","Expiratory Time","1.51","1.51","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8556","000000008204526","Airway PressureMeasurement Source","i","Internal","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"8557","000000008204526","Flow Measurement Source","i","Internal","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1190","000000008204526","I:E Ratio","1:1.9","1:1.9","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1414-UpperAlarmLimit","000000008204526","1414-UpperAlarmLimit","38","38","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1415","000000008204526","Mean Airway Pressure","13","13","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1761","000000008204526","Airway Resistance","41","41","51","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1569","000000008204526","Minimum Airway Pressure","7","7","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"54013","000000008204526","Ventilation Mode","MAN PC Bilevel +VG","MAN PC Bilevel +VG","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1414","000000008204526","Peak Airway Pressure","25","25","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2324","000000008204526","Inspired Tidal Volume","140","140","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2325-UpperAlarmLimit","000000008204526","2325-UpperAlarmLimit","220","220","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2092","000000008204526","Inspired Minute Volume","3.6","3.6","31","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1347","000000008204526","Inspiratory Time","0.8","0.8","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2326-UpperAlarmLimit","000000008204526","2326-UpperAlarmLimit","9.2","9.2","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2776","000000008204526","2776","7","7","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2904","000000008204526","2904","0","0","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"9277","000000008204526","Circuit Compliance LevelSetting","1.7","1.7","50","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2325","000000008204526","Expired Tidal Volume","140","140","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2325-LowerAlarmLimit","000000008204526","2325-LowerAlarmLimit","75","75","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2904-UpperAlarmLimit","000000008204526","2904-UpperAlarmLimit","0","0","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2326","000000008204526","Expired Minute Volume","3.6","3.6","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"3668","000000008204526","Pressure variable","18","18","44","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"420","000000008204526","420","4.5","4.5","42","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2326-LowerAlarmLimit","000000008204526","2326-LowerAlarmLimit","1.9","1.9","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52112","000000008204526","Respiration variable","26","26","1","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2968","000000008204526","Plateau Airway Pressure","25","25","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52112-LowerAlarmLimit","000000008204526","52112-LowerAlarmLimit","16","16","1","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52253","000000008204526","Airway variable","102","102","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1408","000000008204526","Inspiratory Rise Time Setting","0.1","0.1","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"635-UpperAlarmLimit","000000008204526","635-UpperAlarmLimit","45","45","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"5945","000000008204526","Total Respiration Rate","26","26","1","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"635-LowerAlarmLimit","000000008204526","635-LowerAlarmLimit","35","35","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"420-UpperAlarmLimit","000000008204526","420-UpperAlarmLimit","8","8","42","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1319","000000008204526","Static Resistance","4.7","4.7","51","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"4113","000000008204526","4113","38","38","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52865","000000008204526","CO2 variable","104","104","29","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"9285","000000008204526","Inspiratory Flow Due toNebulizer","4.3","4.3","32","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1763","000000008204526","Static Plateau AirwayPressure","25","25","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"5374","000000008204526","Expiratory Time Constant (RCexp)","0.39","0.39","4","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1657","000000008204526","Expiratory Trigger LevelSetting","0","0","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1764","000000008204526","1764","7","7","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"635","000000008204526","Inspired O2 (FiO2)","40","40","19","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"7871","000000008204526","7871","41","41","51","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52112-UpperAlarmLimit","000000008204526","52112-UpperAlarmLimit","60","60","1","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"52252","000000008204526","Airway variable","37","37","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1762","000000008204526","1762","7","7","39","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1318","000000008204526","Static Compliance","1.7","1.7","50","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"2255","000000008204526","Device Date/Time","20240814115056","20240814115056","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1321","000000008204526","Tidal Volume Setting","140","140","26","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"1959","000000008204526","Patient Breathing Status","0","new breath is not triggered","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"50212","000000008204526","Device Info variables","2.13.2","2.13.2","139","20240814114636","2024-08-14T09:46:36.000000Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
"Tag","000000008204526","Tag","elisa 800","elisa 800",,,"2025-06-16T12:17:34.161556Z",false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false,false
